车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
宝马3系 2015款 320Li 超悦版时尚型,严选车,¥19.23,新车指导价38.00万(含税),2015-09,11.37万公里,国五,2.0,0次过户,2019-9,2019-9,已过期,2.0T 184马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/cd/93303f42591092ffx.htm
奥迪Q3 2017款 30 TFSI 风尚型,严选车,¥19.21,新车指导价31.60万(含税),2017-07,1.63万公里,国五,1.4,0次过户,2019-7,2019-6,已过期,1.4T 150马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cd/9ccccf032ebf1de9x.htm
日产 楼兰 2017款 2.5L XL 两驱智尚版,严选车,¥18.31,新车指导价29.20万(含税),2017-09,4.28万公里,国五,2.5,0次过户,2019-9,2019-9,已过期,2.5L 186马力 L4,7档无级变速箱(CVT),https://www.guazi.com/cd/5e22d35137de87bdx.htm
宝马5系 2012款 535Li 豪华型,严选车,21.38,原价21.56万,2012-09,11.24万公里,国四,3.0,0次过户,2019-9,2019-9,已过期,3.0T 306马力 L6,8档手自一体变速箱(AT),https://www.guazi.com/cd/88a89aee75e1b266x.htm
沃尔沃XC60 2015款 T5 智进版,严选车,18.27,原价18.57万,2015-04,9.11万公里,国五,2.0,1次过户,2021-4,2020-3,已过期,2.0T 245马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/cq/ff9edae90fc580a7x.htm
凯迪拉克XT5 2016款 28T 四驱豪华型,严选车,¥27.25,新车指导价45.60万(含税),2017-01,5.04万公里,国五,2.0,0次过户,2021-1,2019-12,已过期,2.0T 269马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/cd/3665ddabdc4626fbx.htm
大众 朗行 2013款 1.6L 自动风尚型,严选车,6.70,原价6.91万,2015-03,4.75万公里,国四,1.6,0次过户,2021-3,2020-2,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/3a9c0b2ada4b41d5x.htm
大众 桑塔纳 2013款 1.6L 手动舒适版,严选车,5.02,原价5.1万,2015-05,5.51万公里,国四,1.6,0次过户,2021-5,2020-5,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/050879a120607ad9x.htm
大众 桑塔纳 2015款 1.4L 手动风尚版,严选车,¥5.02,新车指导价9.20万(含税),2017-04,3.24万公里,国五,1.4,0次过户,2021-4,2020-4,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/1609779c94a70c1bx.htm
大众POLO 2018款 1.5L 自动安享型,准新车,¥8.50,新车指导价11.10万(含税),2018-11,0.06万公里,国五,1.5,0次过户,2020-11,2019-11,已过期,1.5L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/su/3b75d55fb217a468x.htm
大众 高尔夫 2015款 1.6L 手动时尚型,严选车,¥6.65,新车指导价13.20万(含税),2015-10,2.66万公里,国五,1.6,0次过户,2019-10,2019-10,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/5c7126677b140704x.htm
雪铁龙 C4世嘉 2016款 1.6L 自动豪华型,严选车,¥6.75,新车指导价13.00万(含税),2017-09,1.98万公里,国五,1.6,0次过户,2019-9,2019-9,已过期,1.6L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/2bc22135f0fddc2dx.htm
福特 福克斯 2017款 三厢 1.6L 自动舒适型智行版,0过户,¥8.00,新车指导价13.80万(含税),2017-06,1.01万公里,国五,1.6,0次过户,2020-6,2020-6,2020-6,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/luoyang/026a86a86f71874cx.htm
别克 英朗 2014款 XT 1.6L 自动时尚版,严选车,6.28,原价6.36万,2015-06,1.98万公里,国五,1.6,0次过户,2019-6,2019-6,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/23cff7c19b87263dx.htm
大众 高尔夫 2016款 1.6L 自动舒适型,严选车,8.88,原价8.98万,2016-10,2.81万公里,国五,1.6,0次过户,2020-10,2019-8,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/ae669e784d35f8aax.htm
菲亚特 致悦 2014款 1.4T 自动运动版,严选车,¥6.75,新车指导价15.10万(含税),2016-09,2.73万公里,国四,1.4,0次过户,2020-9,2019-9,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cd/a54c9af7b99a685bx.htm
大众 帕萨特 2013款 1.4TSI 手动尊荣版,,¥8.20,新车指导价21.10万(含税),2013-09,6.14万公里,国四,1.4,1次过户,2019-9,2019-11,已过期,1.4T 131马力 L4,5档手动变速箱(MT),https://www.guazi.com/luoyang/bb29e0e53922ba2ex.htm
起亚K4 2014款 1.8L 自动DLX,,¥9.00,新车指导价17.20万(含税),2015-09,2.31万公里,国四,1.8,1次过户,2019-9,2019-9,已过期,1.8L 143马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jn/1fa8573b586fb412x.htm
斯柯达 昕锐 2015款 1.6L 自动乐选型,严选车,¥5.13,新车指导价10.30万(含税),2014-10,1.69万公里,国五,1.6,0次过户,2020-10,2019-10,已过期,1.6L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/cd/5776d3397bf13cbfx.htm
福特 福克斯 2014款 两厢经典 1.8L 自动酷白典藏版,严选车,¥6.30,新车指导价13.50万(含税),2016-10,2.29万公里,国四,1.8,0次过户,2020-10,2019-10,已过期,1.8L 124马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/cq/799c715d861662acx.htm
大众 朗逸 2013款 改款 1.6L 自动豪华版,严选车,¥6.60,新车指导价15.90万(含税),2013-09,10.62万公里,国四,1.6,0次过户,2019-9,2019-9,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/bda09f3075d80c4ax.htm
别克 英朗 2013款 GT 1.6L 自动时尚版,严选车,¥5.67,新车指导价16.60万(含税),2014-03,4.52万公里,国四,1.6,1次过户,2020-3,2020-3,2020-3,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/9c47b98425252d41x.htm
大众 高尔夫 2015款 1.4TSI 自动豪华型,严选车,¥10.07,新车指导价18.00万(含税),2016-01,4.48万公里,国五,1.4,0次过户,2020-1,2020-1,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cq/e1eccc05c49e1479x.htm
丰田 威驰 2016款 1.5L 自动智臻星耀版,0过户,¥6.40,新车指导价9.70万(含税),2016-09,4.25万公里,国五,1.5,0次过户,2020-9,2019-12,已过期,1.5L 107马力 L4,4档自动变速箱(AT),https://www.guazi.com/jn/ee9929af7058a12ax.htm
大众 高尔夫 2015款 1.4TSI 自动舒适型,严选车,¥8.60,新车指导价16.80万(含税),2015-11,7.81万公里,国五,1.4,0次过户,2019-11,2019-11,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cd/114baf1c92e5926ax.htm
大众 捷达 2015款 质惠版 1.4L 手动舒适型,严选车,¥4.66,新车指导价9.80万(含税),2016-08,3.35万公里,国五,1.4,0次过户,2020-8,2019-8,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/c289cec3a867515bx.htm
本田 思铂睿 2013款 2.4L 豪华版,,¥10.00,新车指导价25.80万(含税),2013-12,5.83万公里,国四,2.4,1次过户,2019-12,2019-12,已过期,2.4L 201马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/weifang/170a6dce35e586dcx.htm
福特 蒙迪欧-致胜 2011款 2.3L 时尚型,严选车,6.63,原价7.16万,2013-03,3.61万公里,国四,2.3,0次过户,2020-3,2020-3,已过期,2.3L 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/32da8eeda0cf3700x.htm
别克 威朗 2015款 三厢 15S 自动进取型,严选车,¥8.04,新车指导价15.90万(含税),2016-08,3.47万公里,国五,1.5,0次过户,2020-8,2019-8,已过期,1.5L 118马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/700141ba4dbec9a0x.htm
铃木 启悦 2015款 1.6L 手动乐享型,严选车,5.54,原价5.56万,2016-07,3.58万公里,国五,1.6,0次过户,2020-7,2019-7,已过期,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/2d636393e5931830x.htm
大众POLO 2011款 1.4L 手动致乐版,0过户,¥2.77,新车指导价9.30万(含税),2012-02,10.54万公里,国四,1.4,0次过户,2020-2,2020-1,已过期,1.4L 86马力 L4,5档手动变速箱(MT),https://www.guazi.com/xuzhou/d7f3fe5ecd83bce9x.htm
荣威350 2013款 350S 1.5L 手动迅驰版,严选车,2.71,原价2.76万,2013-08,7.83万公里,国四,1.5,0次过户,2019-8,2019-8,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/7f027d946f5393ffx.htm
大众 捷达 2015款 质惠版 1.4L 手动舒适型,严选车,¥4.58,新车指导价9.80万(含税),2015-08,7.76万公里,国四,1.4,0次过户,2019-8,2019-8,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/b48cc3c0b95e4a87x.htm
别克 英朗 2013款 GT 1.6L 自动时尚版,严选车,¥5.48,新车指导价16.60万(含税),2014-04,7.04万公里,国四,1.6,1次过户,2020-4,2020-3,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/71a21f9bf38ab26ex.htm
别克 君威 2012款 2.0L 豪华版,严选车,8.06,原价8.21万,2013-05,4.2万公里,国四,2.0,0次过户,2020-5,2020-4,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/7cfa61c3fb08a130x.htm
菲亚特 致悦 2014款 1.4T 自动时尚版,严选车,5.98,原价6万,2015-11,4.08万公里,国五,1.4,0次过户,2019-11,2019-10,已过期,1.4T 120马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cq/d74715a2f5e7ffe3x.htm
标致308 2014款 乐享版 经典 1.6L 手动优尚型,严选车,¥5.38,新车指导价11.50万(含税),2016-02,2.36万公里,国五,1.6,0次过户,2020-2,2020-2,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/50869f6b12006e7ex.htm
雪佛兰 科鲁兹 2013款 1.6L SE MT,0过户,¥4.80,新车指导价13.00万(含税),2013-03,4.31万公里,国四,1.6,0次过户,2020-3,2020-3,已过期,1.6L 121马力 L4,5档手动变速箱(MT),https://www.guazi.com/qd/041242642ed6fa49x.htm
起亚K3S 2014款 1.6L 自动GLS,严选车,6.10,原价6.3万,2015-09,3.96万公里,国四,1.6,0次过户,2019-9,2019-9,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/3f5d71ab0a4f16c9x.htm
别克 英朗 2013款 GT 1.6L 手动进取版,严选车,¥5.11,新车指导价14.90万(含税),2013-12,6.11万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 121马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/cae60f86a143e218x.htm
标致408 2013款 2.0L 自动豪华版,严选车,5.24,原价5.33万,2013-07,5.86万公里,国四,2.0,0次过户,2019-7,2019-7,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/52c9a9810ca3e298x.htm
斯柯达 昕锐 2013款 1.6L 手动智选型,严选车,¥4.13,新车指导价10.40万(含税),2013-10,4.04万公里,国四,1.6,0次过户,2019-10,2019-10,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/0270f61ff7b8305ax.htm
现代 名图 2016款 1.8L 自动智能型GLS,严选车,¥8.62,新车指导价16.30万(含税),2016-06,5.45万公里,国四,1.8,0次过户,2020-6,2020-6,已过期,1.8L 143马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/7e3ce4dbb3eeb31dx.htm
雪铁龙C4L 2014款 1.8L 智驱版 自动劲智型,严选车,¥6.06,新车指导价17.20万(含税),2015-01,5.56万公里,国五,1.8,0次过户,2021-1,2020-1,2020-1,1.8L 139马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/6673c097103b7282x.htm
雪铁龙C4L 2014款 1.8L 智驱版 自动劲享型,严选车,¥6.21,新车指导价15.70万(含税),2014-09,5.75万公里,国五,1.8,0次过户,2020-9,2019-8,已过期,1.8L 139马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/60d0dad9eab3863cx.htm
福特 福克斯 2012款 两厢 1.6L 自动舒适型,严选车,¥5.65,新车指导价14.20万(含税),2015-05,7.14万公里,国四,1.6,1次过户,2021-5,2020-5,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cd/2509e87d1c0df571x.htm
纳智捷 纳5 2015款 1.8T 自动智慧型,0过户,¥5.00,新车指导价10.80万(含税),2016-11,2.42万公里,国五,1.8,0次过户,2020-11,2019-11,已过期,1.8T 180马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/km/7f9c1b607be780d0x.htm
起亚K2 2015款 两厢 1.4L AT GLS炫酷版,严选车,5.17,原价5.21万,2015-06,2.96万公里,国四,1.4,0次过户,2019-6,2019-5,2019-5,1.4L 107马力 L4,4档自动变速箱(AT),https://www.guazi.com/cq/a01927848dcb3236x.htm
雪铁龙 世嘉 2016款 经典 三厢 1.6L 手动品尚型,严选车,¥5.14,新车指导价10.40万(含税),2015-12,2.52万公里,国五,1.6,0次过户,2019-12,2019-12,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/aad1f85b46e33751x.htm
丰田 YARiS L 致炫 2014款 1.5G 自动炫动版,严选车,¥5.29,新车指导价10.20万(含税),2014-03,3.91万公里,国四,1.5,0次过户,2020-3,2020-2,已过期,1.5L 107马力 L4,4档自动变速箱(AT),https://www.guazi.com/cq/ba00577003aa684ax.htm
福特 嘉年华 2013款 两厢 1.5L 自动时尚型,严选车,4.55,原价4.7万,2014-04,3.81万公里,国五,1.5,0次过户,已过期,已过期,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cq/a8e3fa7d93b06ee2x.htm
大众 帕萨特 2014款 1.8TSI DSG尊荣版,严选车,¥11.74,新车指导价23.80万(含税),2014-12,5.23万公里,国五,1.8,0次过户,2020-12,2019-12,已过期,1.8T 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cd/e1b88d442675bb50x.htm
福特 嘉年华 2013款 两厢 1.5L 自动时尚型,严选车,4.35,原价4.37万,2013-11,4.36万公里,国四,1.5,0次过户,2019-11,2019-10,2019-10,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cq/5310317189d86360x.htm
比亚迪F3 2012款 节能版 1.5L 手动舒适型,降价急售,¥2.70,新车指导价4.80万(含税),2017-01,2.89万公里,国五,1.5,0次过户,2021-1,2020-2,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/98ba0c0516941a4dx.htm
斯柯达 明锐 2015款 1.6L 自动逸杰版,严选车,¥7.29,新车指导价15.40万(含税),2015-02,2.98万公里,国五,1.6,0次过户,2021-2,2020-2,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/bdcd03638e7f1d69x.htm
福特 嘉年华 2013款 两厢 1.5L 自动时尚型,严选车,4.47,原价4.52万,2014-10,4.82万公里,国四,1.5,0次过户,2020-10,2019-10,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cd/f697149c05df04e6x.htm
奥迪A4L 2015款 45 TFSI quattro个性运动型,0过户,¥19.90,新车指导价38.30万(含税),2015-09,5.79万公里,国五,2.0,0次过户,2019-9,2019-8,已过期,2.0T 224马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/changzhou/abcf5b9cf222912fx.htm
菲亚特 菲翔 2012款 1.4T 自动劲享版,严选车,5.10,原价5.18万,2014-11,3.33万公里,国四,1.4,0次过户,2020-11,2019-11,已过期,1.4T 120马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cq/16bf079f3b494d8bx.htm
雪佛兰 赛欧 2013款 三厢 1.4L 手动幸福版II,严选车,¥3.11,新车指导价8.00万(含税),2014-12,2.06万公里,国四,1.4,0次过户,2020-12,2019-12,已过期,1.4L 103马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/430a7ad28d1fc978x.htm
斯柯达 晶锐 2014款 1.4L 手动晶致版,严选车,¥3.80,新车指导价8.60万(含税),2014-11,2.42万公里,国四,1.4,1次过户,2020-11,2019-10,已过期,1.4L 86马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/acc59ae44adb6103x.htm
大众POLO 2011款 1.4L 自动致尚版,0过户,¥4.00,新车指导价11.60万(含税),2012-02,5.79万公里,国四,1.4,0次过户,2020-2,2020-1,已过期,1.4L 86马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cs/be789512db8167dex.htm
别克 凯越 2013款 1.5L 自动经典型,严选车,4.42,原价4.53万,2014-02,5.09万公里,国四,1.5,0次过户,2020-2,2020-1,已过期,1.5L 113马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/8fcc97ee359c892fx.htm
福特 福克斯 2013款 两厢经典 1.8L 自动时尚型,降价急售,¥4.50,新车指导价13.40万(含税),2014-04,7.27万公里,国四,1.8,0次过户,2020-4,2020-4,2020-4,1.8L 124马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/cq/acc4e10fd7a9025ax.htm
福特 嘉年华 2013款 三厢 1.5L 自动时尚型,严选车,4.37,原价4.54万,2014-07,5.95万公里,国四,1.5,0次过户,2020-7,2019-7,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cq/c753428aaf9bf9dcx.htm
斯柯达 明锐 2015款 1.6L 自动逸俊版,严选车,6.94,原价7.22万,2015-09,4.01万公里,国五,1.6,0次过户,2019-9,2019-9,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/a77a7c78ff2b98b5x.htm
别克 英朗 2013款 GT 1.6L 手动进取版,严选车,4.17,原价4.21万,2014-12,8.26万公里,国五,1.6,2次过户,2020-12,2019-12,2019-6,1.6L 121马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/13c78bb80fea202ax.htm
福特 福克斯 2012款 三厢 1.6L 手动风尚型,严选车,5.31,原价5.4万,2015-06,6.19万公里,国四,1.6,0次过户,2019-6,2019-6,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/7ee4e0e94ba7cb67x.htm
长城C50 2013款 1.5T 手动精英型,严选车,3.22,原价3.31万,2013-10,4.66万公里,国四,1.5,0次过户,2019-10,2019-10,已过期,1.5T 133马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/c55929846bd454c1x.htm
荣威350 2013款 350S 1.5L 手动迅驰版,严选车,¥3.44,新车指导价9.70万(含税),2013-12,4.84万公里,国四,1.5,0次过户,2019-12,2020-1,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/1f84879e3fc1cedax.htm
奔腾B30 2016款 1.6L 手动豪华型,0过户,¥4.50,新车指导价7.90万(含税),2017-02,2.67万公里,国五,1.6,0次过户,2021-2,2019-8,已过期,1.6L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/cc/769cbee338206338x.htm
长城C50 2016款 1.5T 手动精英型,严选车,4.30,原价4.36万,2016-06,2.64万公里,国四,1.5,0次过户,2020-6,2020-5,已过期,1.5T 133马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/9e6ecfc54868add3x.htm
比亚迪G5 2014款 1.5TID 自动尊贵型,严选车,4.44,原价4.51万,2015-12,2.9万公里,国四,1.5,0次过户,2019-12,2019-12,已过期,1.5T 154马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cq/6ad8c60cbb2fc0bcx.htm
日产 逍客 2012款 1.6XE 风 5MT 2WD,严选车,¥5.94,新车指导价15.20万(含税),2012-11,1.47万公里,国四,1.6,0次过户,2019-11,2019-11,已过期,1.6L 121马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/e5799835d6f00914x.htm
福特 福克斯 2012款 三厢 1.6L 自动风尚型,严选车,¥5.20,新车指导价15.60万(含税),2012-11,5.23万公里,国四,1.6,1次过户,2019-11,2019-11,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cd/9b76b2521174819cx.htm
雪铁龙C5 2012款 2.0L 手动舒适型,严选车,¥5.01,新车指导价19.20万(含税),2013-01,6.11万公里,国四,2.0,0次过户,2020-1,2019-12,已过期,2.0L 147马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/55236e6a008e1312x.htm
奇瑞 艾瑞泽5 2016款 1.5L CVT领潮版,严选车,4.21,原价4.34万,2016-06,2.09万公里,国五,1.5,1次过户,2020-6,2020-5,已过期,1.5L 116马力 L4,7档无级变速箱(CVT),https://www.guazi.com/cq/f21e539f50a3805ax.htm
福特 福睿斯 2015款 1.5L 手动时尚型,严选车,¥4.77,新车指导价11.70万(含税),2016-08,6.15万公里,国五,1.5,0次过户,2020-8,2019-8,2019-8,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/63cde1c2e9f2044dx.htm
雪铁龙C3-XR 2015款 1.6L 手动先锋型,严选车,¥6.78,新车指导价12.80万(含税),2017-09,1.48万公里,国五,1.6,0次过户,2019-9,2019-9,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/cf41c76ebac7f2b8x.htm
长安 逸动 2015款 1.6L 手动豪华型 国V,严选车,¥4.12,新车指导价8.80万(含税),2015-10,3.12万公里,国五,1.6,0次过户,2019-10,2019-9,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/a5529718cfc4f05dx.htm
雪铁龙 爱丽舍 2014款 1.6L 手动舒适型,严选车,¥4.68,新车指导价10.10万(含税),2015-03,4.31万公里,国四,1.6,0次过户,2021-3,2020-3,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/43e204b5f5270581x.htm
日产 逍客 2012款 2.0XL 火 CVT 2WD,严选车,7.31,原价7.51万,2014-03,8.52万公里,国四,2.0,0次过户,2020-3,2020-2,2020-2,2.0L 144马力 L4,6档无级变速箱(CVT),https://www.guazi.com/cq/dd56189a614f132bx.htm
